expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
tool up,1936,user_list,phrasal verb,hard,rare,no,high
top up,1937,user_list,phrasal verb,medium,less_common,no,high
toss off,1938,user_list,phrasal verb,medium,less_common,no,high
tot up,1939,user_list,phrasal verb,medium,less_common,no,high
touch down,1940,user_list,phrasal verb,medium,less_common,no,high
touch for,1941,user_list,prepositional verb,medium,less_common,no,high
touch off,1942,user_list,phrasal verb,medium,less_common,no,high
touch on,1943,user_list,phrasal verb,medium,less_common,no,high
touch up,1944,user_list,phrasal verb,medium,less_common,no,high
touch upon,1945,user_list,prepositional verb,medium,less_common,no,high
tough out,1946,user_list,phrasal verb,medium,less_common,no,high
tower above,1947,user_list,prepositional verb,medium,less_common,no,high
tower over,1948,user_list,prepositional verb,medium,less_common,no,high
toy with,1949,user_list,prepositional verb,medium,less_common,no,high
track down,1950,user_list,phrasal verb,medium,less_common,no,high
trade at,1951,user_list,prepositional verb,medium,less_common,no,high
trade down,1952,user_list,phrasal verb,medium,less_common,no,high
trade in,1953,user_list,prepositional verb,medium,less_common,no,high
trade off,1954,user_list,phrasal verb,medium,less_common,no,high
trade on,1955,user_list,prepositional verb,medium,less_common,no,high
trade up,1956,user_list,phrasal verb,medium,less_common,no,high
trail away,1957,user_list,phrasal verb,medium,less_common,no,high
trail off,1958,user_list,phrasal verb,medium,less_common,no,high
treat to,1959,user_list,prepositional verb,medium,less_common,no,high
trespass on,1960,user_list,phrasal verb,medium,less_common,no,high
trick into,1961,user_list,prepositional verb,medium,less_common,no,high
trick into doing,1962,user_list,prepositional verb,medium,less_common,no,high
trick out,1963,user_list,phrasal verb,medium,less_common,no,high
trick out of,1964,user_list,phrasal-prepositional verb,hard,less_common,no,medium
trickle down,1965,user_list,phrasal verb,medium,less_common,no,high
trifle with,1966,user_list,prepositional verb,medium,less_common,no,high
trim down,1967,user_list,phrasal verb,medium,less_common,no,high
trip up,1968,user_list,phrasal verb,medium,less_common,no,high
trot out,1969,user_list,phrasal verb,medium,less_common,no,high
trundle out,1970,user_list,phrasal verb,medium,less_common,no,high
trust in,1971,user_list,prepositional verb,medium,less_common,no,high
trust to,1972,user_list,prepositional verb,medium,less_common,no,high
trust with,1973,user_list,prepositional verb,medium,less_common,no,high
try for,1974,user_list,prepositional verb,medium,less_common,no,high
try on,1975,user_list,phrasal verb,easy,very_common,no,high
try out,1976,user_list,phrasal verb,medium,less_common,no,high
try out for,1977,user_list,phrasal-prepositional verb,hard,less_common,no,medium
tuck away,1978,user_list,phrasal verb,medium,less_common,no,high
tuck in,1979,user_list,phrasal verb,medium,less_common,no,high
tuck into,1980,user_list,prepositional verb,medium,less_common,no,high
tuck up,1981,user_list,phrasal verb,medium,less_common,no,high
tumble to,1982,user_list,prepositional verb,medium,less_common,no,high
tune in,1983,user_list,prepositional verb,medium,less_common,no,high
tune in to,1984,user_list,phrasal-prepositional verb,hard,less_common,no,medium
tune out,1985,user_list,phrasal verb,medium,less_common,no,high
tune up,1986,user_list,phrasal verb,medium,less_common,no,high
turf off,1987,user_list,phrasal verb,hard,rare,no,high
turf out,1988,user_list,phrasal verb,hard,rare,no,high
turn against,1989,user_list,prepositional verb,medium,common,no,high
turn around,1990,user_list,phrasal verb,medium,common,no,high
turn away,1991,user_list,phrasal verb,medium,common,no,high
turn back,1992,user_list,phrasal verb,medium,common,no,high
turn down,1993,user_list,phrasal verb,easy,very_common,no,high
turn in,1994,user_list,phrasal verb,medium,common,no,high
turn in on yourself,1995,user_list,phrasal-prepositional verb,hard,less_common,no,medium
turn into,1996,user_list,prepositional verb,easy,very_common,no,high
turn off,1997,user_list,phrasal verb,easy,very_common,no,high
turn on,1998,user_list,phrasal verb,easy,very_common,no,high
turn out,1999,user_list,phrasal verb,easy,very_common,no,high
turn over,2000,user_list,phrasal verb,medium,common,no,high
turn to,2001,user_list,prepositional verb,medium,common,no,high
turn up,2002,user_list,phrasal verb,easy,very_common,no,high
twist off,2003,user_list,phrasal verb,medium,less_common,no,high
urge on,2004,user_list,phrasal verb,medium,less_common,no,high
use up,2005,user_list,phrasal verb,easy,very_common,no,high
usher in,2006,user_list,phrasal verb,medium,less_common,no,high
venture into,2007,user_list,prepositional verb,medium,less_common,no,high
venture on,2008,user_list,prepositional verb,medium,less_common,no,high
verge on,2009,user_list,prepositional verb,medium,less_common,no,high
vest in,2010,user_list,prepositional verb,medium,less_common,no,high
vest with,2011,user_list,prepositional verb,medium,less_common,no,high
visit on,2012,user_list,prepositional verb,medium,less_common,no,high
visit upon,2013,user_list,prepositional verb,medium,less_common,no,high
visit with,2014,user_list,prepositional verb,medium,less_common,no,high
vote down,2015,user_list,phrasal verb,medium,less_common,no,high
vote in,2016,user_list,prepositional verb,medium,less_common,no,high
vote into,2017,user_list,prepositional verb,medium,less_common,no,high
vote off,2018,user_list,phrasal verb,medium,less_common,no,high
vote onto,2019,user_list,prepositional verb,medium,less_common,no,high
vote out,2020,user_list,phrasal verb,medium,less_common,no,high
vote out of,2021,user_list,phrasal-prepositional verb,hard,less_common,no,medium
vote through,2022,user_list,prepositional verb,medium,less_common,no,high
vouch for,2023,user_list,prepositional verb,medium,less_common,no,high
wade in,2024,user_list,phrasal verb,medium,less_common,no,high
wade into,2025,user_list,prepositional verb,medium,less_common,no,high
wade through,2026,user_list,phrasal verb,medium,less_common,no,high
wait about,2027,user_list,prepositional verb,medium,less_common,no,high
wait around,2028,user_list,prepositional verb,medium,less_common,no,high
wait behind,2029,user_list,prepositional verb,medium,less_common,no,high
wait in,2030,user_list,prepositional verb,medium,less_common,no,high
wait on,2031,user_list,prepositional verb,medium,less_common,no,high
wait out,2032,user_list,phrasal verb,medium,less_common,no,high
wait up,2033,user_list,phrasal verb,medium,less_common,no,high
wake up,2034,user_list,phrasal verb,easy,very_common,no,high
wake up to,2035,user_list,phrasal-prepositional verb,medium,common,no,medium
walk away,2036,user_list,phrasal verb,medium,less_common,no,high
walk away with,2037,user_list,phrasal-prepositional verb,hard,less_common,no,medium
walk in on,2038,user_list,phrasal-prepositional verb,hard,less_common,no,medium
walk into,2039,user_list,prepositional verb,medium,less_common,no,high
walk off,2040,user_list,phrasal verb,medium,less_common,no,high
walk off with,2041,user_list,phrasal-prepositional verb,hard,less_common,no,medium
walk out,2042,user_list,phrasal verb,medium,less_common,no,high
walk over,2043,user_list,phrasal verb,medium,less_common,no,high
walk through,2044,user_list,phrasal verb,medium,less_common,no,high
walk up,2045,user_list,phrasal verb,medium,less_common,no,high
wall in,2046,user_list,phrasal verb,medium,less_common,no,high
wall off,2047,user_list,phrasal verb,medium,less_common,no,high
wall up,2048,user_list,phrasal verb,medium,less_common,no,high
waltz off,2049,user_list,phrasal verb,medium,less_common,no,high
want for,2050,user_list,prepositional verb,medium,less_common,no,high
want in,2051,user_list,phrasal verb,medium,less_common,no,high
want into,2052,user_list,prepositional verb,medium,less_common,no,high
want out,2053,user_list,phrasal verb,medium,less_common,no,high
want out of,2054,user_list,phrasal-prepositional verb,hard,less_common,no,medium
ward off,2055,user_list,phrasal verb,medium,less_common,no,high
warm down,2056,user_list,phrasal verb,medium,less_common,no,high
warm to,2057,user_list,prepositional verb,medium,less_common,no,high
warm towards,2058,user_list,prepositional verb,medium,less_common,no,high
warm up,2059,user_list,phrasal verb,easy,very_common,no,high
warn off,2060,user_list,phrasal verb,medium,less_common,no,high
wash away,2061,user_list,phrasal verb,medium,less_common,no,high
wash down,2062,user_list,phrasal verb,medium,less_common,no,high
wash off,2063,user_list,phrasal verb,medium,less_common,no,high
wash out,2064,user_list,phrasal verb,medium,less_common,no,high
wash over,2065,user_list,phrasal verb,medium,less_common,no,high
wash up,2066,user_list,phrasal verb,medium,less_common,no,high
waste away,2067,user_list,phrasal verb,medium,less_common,no,high
watch for,2068,user_list,prepositional verb,medium,less_common,no,high
watch out,2069,user_list,phrasal verb,easy,very_common,no,high
watch out for,2070,user_list,phrasal-prepositional verb,hard,less_common,no,medium
watch over,2071,user_list,phrasal verb,medium,less_common,no,high
wave aside,2072,user_list,phrasal verb,medium,less_common,no,high
wave away,2073,user_list,phrasal verb,medium,less_common,no,high
wave down,2074,user_list,phrasal verb,medium,less_common,no,high
wave off,2075,user_list,phrasal verb,medium,less_common,no,high
wean from,2076,user_list,prepositional verb,medium,less_common,no,high
wean off,2077,user_list,phrasal verb,medium,less_common,no,high
wean on,2078,user_list,prepositional verb,medium,less_common,no,high
wear away,2079,user_list,phrasal verb,medium,less_common,no,high
wear down,2080,user_list,phrasal verb,medium,less_common,no,high
wear off,2081,user_list,phrasal verb,medium,less_common,no,high
wear on,2082,user_list,phrasal verb,medium,less_common,no,high
wear out,2083,user_list,phrasal verb,medium,less_common,no,high
weasel out,2084,user_list,phrasal verb,medium,less_common,no,high
weed out,2085,user_list,phrasal verb,medium,less_common,no,high
weigh down,2086,user_list,phrasal verb,medium,less_common,no,high
weigh in,2087,user_list,prepositional verb,medium,less_common,no,high
weigh on,2088,user_list,prepositional verb,medium,less_common,no,high
weigh out,2089,user_list,phrasal verb,medium,less_common,no,high
weigh up,2090,user_list,phrasal verb,medium,less_common,no,high
weird out,2091,user_list,phrasal verb,medium,less_common,no,high
wheel out,2092,user_list,phrasal verb,medium,less_common,no,high
while away,2093,user_list,phrasal verb,medium,less_common,no,high
whip through,2094,user_list,phrasal verb,medium,less_common,no,high
whip up,2095,user_list,phrasal verb,medium,less_common,no,high
whittle away,2096,user_list,phrasal verb,medium,less_common,no,high
whittle down,2097,user_list,phrasal verb,medium,less_common,no,high
wig out,2098,user_list,phrasal verb,hard,rare,no,high
wimp out,2099,user_list,phrasal verb,hard,rare,no,high
win around,2100,user_list,prepositional verb,medium,less_common,no,high
win back,2101,user_list,phrasal verb,medium,less_common,no,high
win out,2102,user_list,phrasal verb,medium,less_common,no,high
win over,2103,user_list,prepositional verb,medium,less_common,no,high
win round,2104,user_list,prepositional verb,medium,less_common,no,high
win through,2105,user_list,prepositional verb,medium,less_common,no,high
wind down,2106,user_list,phrasal verb,medium,less_common,no,high
wink at,2107,user_list,prepositional verb,medium,less_common,no,high
winnow out,2108,user_list,phrasal verb,medium,less_common,no,high
wipe down,2109,user_list,phrasal verb,medium,less_common,no,high
wipe off,2110,user_list,phrasal verb,medium,less_common,no,high
wipe out,2111,user_list,phrasal verb,medium,less_common,no,high
wise up,2112,user_list,phrasal verb,medium,less_common,no,high
wish away,2113,user_list,phrasal verb,medium,less_common,no,high
wish on,2114,user_list,prepositional verb,medium,less_common,no,high
work around to,2115,user_list,phrasal-prepositional verb,medium,common,no,medium
work at,2116,user_list,prepositional verb,medium,common,no,high
work in,2117,user_list,prepositional verb,medium,common,no,high
work into,2118,user_list,prepositional verb,medium,common,no,high
work off,2119,user_list,phrasal verb,medium,common,no,high
work on,2120,user_list,phrasal verb,easy,very_common,no,high
work out,2121,user_list,phrasal verb,easy,very_common,no,high
work over,2122,user_list,prepositional verb,medium,common,no,high
work to,2123,user_list,prepositional verb,medium,common,no,high
work towards,2124,user_list,prepositional verb,easy,very_common,no,high
work up,2125,user_list,phrasal verb,medium,common,no,high
worm out of,2126,user_list,phrasal-prepositional verb,hard,less_common,no,medium
worm your way into,2127,user_list,verb phrase,hard,less_common,no,low
worm yourself into,2128,user_list,prepositional verb,medium,less_common,no,medium
worry at,2129,user_list,prepositional verb,medium,less_common,no,high
wrap it up,2130,user_list,phrasal verb,medium,less_common,no,high
wrap up,2131,user_list,phrasal verb,medium,less_common,no,high
wrest from,2132,user_list,prepositional verb,medium,less_common,no,high
wriggle out of,2133,user_list,phrasal-prepositional verb,hard,less_common,no,medium
wriggle out of doing,2134,user_list,phrasal verb,hard,less_common,no,medium
wring from,2135,user_list,prepositional verb,medium,less_common,no,high
wring out of,2136,user_list,phrasal-prepositional verb,hard,less_common,no,medium
write back,2137,user_list,phrasal verb,medium,common,no,high
write down,2138,user_list,phrasal verb,easy,very_common,no,high
write in,2139,user_list,prepositional verb,medium,common,no,high
write into,2140,user_list,prepositional verb,medium,common,no,high
write off,2141,user_list,phrasal verb,medium,common,no,high
write out,2142,user_list,phrasal verb,medium,common,no,high
write up,2143,user_list,phrasal verb,medium,common,no,high
yield to,2144,user_list,prepositional verb,medium,less_common,no,high
zip up,2145,user_list,phrasal verb,hard,rare,no,high
zone out,2146,user_list,phrasal verb,medium,less_common,no,high
break down,,added_common,phrasal verb,easy,very_common,yes,high
break up,,added_common,phrasal verb,easy,very_common,yes,high
bring back,,added_common,phrasal verb,easy,very_common,yes,high
bring out,,added_common,phrasal verb,easy,very_common,yes,high
bring up,,added_common,phrasal verb,easy,very_common,yes,high
carry on,,added_common,phrasal verb,easy,very_common,yes,high
catch up,,added_common,phrasal verb,easy,very_common,yes,high
check in,,added_common,phrasal verb,easy,very_common,yes,high
check out,,added_common,phrasal verb,easy,very_common,yes,high
clean up,,added_common,phrasal verb,easy,very_common,yes,high
come across,,added_common,phrasal verb,easy,very_common,yes,high
come along,,added_common,phrasal verb,easy,very_common,yes,high
come back,,added_common,phrasal verb,easy,very_common,yes,high
come down with,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
come from,,added_common,prepositional verb,easy,very_common,yes,high
come in,,added_common,phrasal verb,easy,very_common,yes,high
come on,,added_common,phrasal verb,easy,very_common,yes,high
come out,,added_common,phrasal verb,easy,very_common,yes,high
come through,,added_common,phrasal verb,easy,very_common,yes,high
come up,,added_common,phrasal verb,easy,very_common,yes,high
come up with,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
count on,,added_common,phrasal verb,easy,very_common,yes,high
cut off,,added_common,phrasal verb,easy,very_common,yes,high
deal with,,added_common,prepositional verb,easy,very_common,yes,high
end up,,added_common,phrasal verb,easy,very_common,yes,high
fall apart,,added_common,phrasal verb,easy,very_common,yes,high
figure out,,added_common,phrasal verb,easy,very_common,yes,high
find out,,added_common,phrasal verb,easy,very_common,yes,high
get along,,added_common,phrasal verb,easy,very_common,yes,high
get along with,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
get away with,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
get back,,added_common,phrasal verb,easy,very_common,yes,high
get in,,added_common,phrasal verb,easy,very_common,yes,high
get into,,added_common,prepositional verb,easy,very_common,yes,high
get off,,added_common,phrasal verb,easy,very_common,yes,high
get on,,added_common,phrasal verb,easy,very_common,yes,high
get out,,added_common,phrasal verb,easy,very_common,yes,high
get over,,added_common,phrasal verb,easy,very_common,yes,high
get rid of,,added_common,verb phrase,hard,very_common,yes,high
get through,,added_common,phrasal verb,easy,very_common,yes,high
get together,,added_common,phrasal verb,easy,very_common,yes,high
get up,,added_common,phrasal verb,easy,very_common,yes,high
give in,,added_common,phrasal verb,easy,very_common,yes,high
give up,,added_common,phrasal verb,easy,very_common,yes,high
go ahead,,added_common,phrasal verb,easy,very_common,yes,high
go on,,added_common,phrasal verb,easy,very_common,yes,high
go out,,added_common,phrasal verb,easy,very_common,yes,high
go over,,added_common,phrasal verb,easy,very_common,yes,high
go through,,added_common,phrasal verb,easy,very_common,yes,high
grow up,,added_common,phrasal verb,easy,very_common,yes,high
hand in,,added_common,phrasal verb,easy,very_common,yes,high
hang around,,added_common,phrasal verb,easy,very_common,yes,high
hang on,,added_common,phrasal verb,easy,very_common,yes,high
hang out,,added_common,phrasal verb,easy,very_common,yes,high
hold on,,added_common,phrasal verb,easy,very_common,yes,high
keep on,,added_common,phrasal verb,easy,very_common,yes,high
keep up,,added_common,phrasal verb,easy,very_common,yes,high
look after,,added_common,prepositional verb,easy,very_common,yes,high
look down on,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
look for,,added_common,prepositional verb,easy,very_common,yes,high
look forward to,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
look into,,added_common,prepositional verb,easy,very_common,yes,high
look out,,added_common,phrasal verb,easy,very_common,yes,high
look up,,added_common,phrasal verb,easy,very_common,yes,high
look up to,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
make out,,added_common,phrasal verb,easy,very_common,yes,high
make up,,added_common,phrasal verb,easy,very_common,yes,high
move in,,added_common,phrasal verb,easy,very_common,yes,high
move on,,added_common,phrasal verb,easy,very_common,yes,high
pick up,,added_common,phrasal verb,easy,very_common,yes,high
point out,,added_common,phrasal verb,easy,very_common,yes,high
pull over,,added_common,phrasal verb,easy,very_common,yes,high
put on,,added_common,phrasal verb,easy,very_common,yes,high
put out,,added_common,phrasal verb,easy,very_common,yes,high
put up with,,added_common,phrasal-prepositional verb,medium,very_common,yes,high
run into,,added_common,prepositional verb,easy,very_common,yes,high
run out,,added_common,phrasal verb,easy,very_common,yes,high
set up,,added_common,phrasal verb,easy,very_common,yes,high
settle down,,added_common,phrasal verb,easy,very_common,yes,high
show up,,added_common,phrasal verb,easy,very_common,yes,high
shut down,,added_common,phrasal verb,easy,very_common,yes,high
sit down,,added_common,phrasal verb,easy,very_common,yes,high
stand up,,added_common,phrasal verb,easy,very_common,yes,high
start up,,added_common,phrasal verb,easy,very_common,yes,high
take off,,added_common,phrasal verb,easy,very_common,yes,high
take on,,added_common,phrasal verb,easy,very_common,yes,high
take over,,added_common,phrasal verb,easy,very_common,yes,high
take up,,added_common,phrasal verb,easy,very_common,yes,high
