expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
in somebody's train,469,user_list,fixed expression,medium,common,no,medium
it's/that's not my problem,470,user_list,fixed expression,medium,common,no,medium
there's something for you,471,user_list,fixed expression,medium,common,no,medium
out of the blue,472,user_list,idiom,medium,very_common,no,high
spread your wings,473,user_list,fixed expression,medium,common,no,medium
one of a kind,474,user_list,fixed expression,medium,common,no,medium
on/off duty,475,user_list,fixed expression,medium,common,no,medium
in/under the shadow of,476,user_list,idiom,hard,common,no,medium
to die for,477,user_list,fixed/prepositional phrase,easy,very_common,no,high
give somebody five,478,user_list,fixed expression,medium,common,no,medium
there's nothing like something,479,user_list,fixed expression,medium,common,no,medium
here we go again,480,user_list,fixed expression,medium,common,no,medium
in... flat,481,user_list,sentence frame/pattern,medium,common,no,low
let yourself go,482,user_list,formula/discourse,easy,very_common,no,high
not to say,483,user_list,fixed expression,medium,common,no,medium
off the hook,484,user_list,idiom,hard,common,no,medium
take somebody's part,485,user_list,fixed expression,medium,common,no,medium
hold/stand your ground,486,user_list,idiom,hard,common,no,medium
never/not look back,487,user_list,idiom,hard,common,no,medium
once or twice,488,user_list,binomial phrase,medium,common,no,medium
hit the road/trail,489,user_list,fixed expression,medium,common,no,medium
on point,490,user_list,fixed/prepositional phrase,easy,very_common,no,high
straight away,491,user_list,fixed expression,medium,common,no,medium
to somebody's credit,492,user_list,fixed expression,medium,common,no,medium
round the bend/twist,493,user_list,fixed/prepositional phrase,easy,very_common,no,high
not to worry,494,user_list,formula/discourse,easy,very_common,no,high
out of place,495,user_list,fixed/prepositional phrase,easy,very_common,no,high
put somebody/something first,496,user_list,fixed expression,medium,common,no,medium
what are you waiting for?,497,user_list,formula/discourse,medium,common,no,high
that depends,498,user_list,fixed expression,medium,common,no,medium
on tap,499,user_list,fixed/prepositional phrase,easy,very_common,no,high
go to somebody's head,500,user_list,multi-word verb,medium,less_common,no,medium
make the most of something/somebody/yourself,501,user_list,fixed expression,medium,less_common,no,medium
the middle of nowhere,502,user_list,fixed expression,medium,common,no,medium
to spare,503,user_list,fixed/prepositional phrase,easy,very_common,no,high
on ice,504,user_list,fixed/prepositional phrase,easy,very_common,no,high
spit it out,505,user_list,formula/discourse,easy,very_common,no,high
watch your back,506,user_list,formula/discourse,easy,very_common,no,high
hands down,507,user_list,idiom,hard,common,no,medium
go and do something,508,user_list,binomial phrase,medium,common,no,medium
have a good/bad night,509,user_list,fixed expression,medium,common,no,medium
at/in the back of your mind,510,user_list,idiom,hard,less_common,no,medium
in the shit,511,user_list,fixed/prepositional phrase,hard,rare,no,high
make something of yourself,512,user_list,multi-word verb,medium,less_common,no,medium
out of business,513,user_list,fixed/prepositional phrase,easy,very_common,no,high
whatever you say,514,user_list,fixed expression,medium,common,no,medium
turn the page,515,user_list,fixed expression,medium,common,no,medium
be down to somebody,516,user_list,multi-word verb,medium,less_common,no,medium
be down to somebody/something,517,user_list,multi-word verb,medium,less_common,no,medium
be down to something,518,user_list,multi-word verb,medium,less_common,no,medium
in the main,519,user_list,fixed/prepositional phrase,easy,very_common,no,high
love from,520,user_list,fixed expression,medium,common,no,medium
in somebody's trust,521,user_list,fixed expression,medium,common,no,medium
lose sight of somebody/something,522,user_list,fixed expression,medium,common,no,medium
on hand,523,user_list,fixed/prepositional phrase,easy,very_common,no,high
to the core,524,user_list,fixed/prepositional phrase,easy,very_common,no,high
on the market,525,user_list,fixed/prepositional phrase,easy,very_common,no,high
with all your heart/your whole heart,526,user_list,fixed expression,medium,less_common,no,low
stand tall,527,user_list,fixed expression,medium,common,no,medium
shove it,528,user_list,fixed expression,medium,common,no,medium
walk it,529,user_list,fixed expression,medium,common,no,medium
run wild,530,user_list,fixed expression,medium,common,no,medium
mind your own business,531,user_list,idiom,hard,common,no,medium
on somebody's account,532,user_list,fixed expression,medium,common,no,medium
speak your mind,533,user_list,idiom,hard,common,no,medium
take somebody's breath away,534,user_list,fixed expression,medium,common,no,medium
keep somebody company,535,user_list,fixed expression,medium,common,no,medium
make sense of something,536,user_list,fixed expression,medium,common,no,medium
like the wind,537,user_list,fixed expression,medium,common,no,medium
long on something,538,user_list,fixed expression,medium,common,no,medium
no kidding,539,user_list,fixed expression,medium,common,no,medium
off the wall,540,user_list,idiom,hard,common,no,medium
on the contrary,541,user_list,fixed/prepositional phrase,easy,very_common,no,high
say no more,542,user_list,formula/discourse,easy,very_common,no,high
over to you,543,user_list,fixed/prepositional phrase,easy,very_common,no,high
with the sun,544,user_list,fixed/prepositional phrase,easy,very_common,no,high
win or lose,545,user_list,binomial phrase,medium,common,no,medium
be no good,546,user_list,fixed expression,medium,common,no,medium
in question,547,user_list,fixed/prepositional phrase,easy,very_common,no,high
it's a long story.,548,user_list,fixed expression,medium,common,no,medium
flesh and blood,549,user_list,binomial phrase,medium,common,no,medium
make a statement,550,user_list,fixed expression,medium,common,no,medium
not much of a...,551,user_list,sentence frame/pattern,medium,common,no,low
see for yourself,552,user_list,multi-word verb,medium,less_common,no,medium
you're joking,553,user_list,fixed expression,medium,common,no,medium
be just looking,554,user_list,fixed expression,medium,common,no,medium
not anywhere near/nowhere near,555,user_list,fixed expression,medium,common,no,medium
the fruit/fruits of something,556,user_list,fixed expression,medium,common,no,medium
have your say,557,user_list,fixed expression,medium,common,no,medium
his/herlast/dying breath,558,user_list,fixed expression,medium,common,no,medium
sure enough,559,user_list,fixed expression,medium,common,no,medium
I wouldn't mind something/doing something,560,user_list,formula/discourse,medium,common,no,high
let's hear it for...,561,user_list,sentence frame/pattern,medium,common,no,low
in black and white,562,user_list,binomial phrase,medium,common,no,medium
in that event,563,user_list,fixed/prepositional phrase,easy,very_common,no,high
in the event,564,user_list,fixed/prepositional phrase,easy,very_common,no,high
why ever,565,user_list,sentence frame/pattern,medium,common,no,low
bad/ill feeling,566,user_list,fixed expression,medium,common,no,medium
go a long way,567,user_list,fixed expression,medium,common,no,medium
nothing much,568,user_list,fixed expression,medium,common,no,medium
on account,569,user_list,fixed/prepositional phrase,easy,very_common,no,high
on the make,570,user_list,fixed/prepositional phrase,easy,very_common,no,high
out of your hands,571,user_list,fixed/prepositional phrase,medium,common,no,high
steal somebody's heart,572,user_list,idiom,hard,common,no,medium
little by little,573,user_list,fixed expression,medium,common,no,medium
on the level,574,user_list,fixed/prepositional phrase,easy,very_common,no,high
somebody has arrived,575,user_list,fixed expression,medium,common,no,medium
the big picture,576,user_list,fixed expression,medium,common,no,medium
let something ride,577,user_list,formula/discourse,easy,very_common,no,high
less and less,578,user_list,binomial phrase,medium,common,no,medium
in theory,579,user_list,fixed/prepositional phrase,easy,very_common,no,high
in truth,580,user_list,fixed/prepositional phrase,easy,very_common,no,high
lose your head,581,user_list,idiom,hard,common,no,medium
now then,582,user_list,fixed expression,medium,common,no,medium
of your choice,583,user_list,fixed/prepositional phrase,easy,very_common,no,high
in effect,584,user_list,fixed/prepositional phrase,easy,very_common,no,high
kiss something goodbye,585,user_list,fixed expression,medium,common,no,medium
out of this world,586,user_list,fixed/prepositional phrase,medium,common,no,high
step on it,587,user_list,multi-word verb,medium,less_common,no,medium
the rule of law,588,user_list,fixed expression,medium,common,no,medium
let's roll,589,user_list,fixed expression,medium,common,no,medium
stay put,590,user_list,fixed expression,medium,common,no,medium
good luck to somebody,591,user_list,formula/discourse,easy,very_common,no,high
sit tight,592,user_list,fixed expression,medium,common,no,medium
be blessed with something/somebody,593,user_list,fixed expression,medium,common,no,medium
loud and clear,594,user_list,binomial phrase,medium,common,no,medium
little/no better than,595,user_list,fixed expression,medium,common,no,medium
in practice,596,user_list,fixed/prepositional phrase,easy,very_common,no,high
keep/get your head down,597,user_list,idiom,hard,common,no,medium
on the money,598,user_list,fixed/prepositional phrase,easy,very_common,no,high
on the same page,599,user_list,idiom,medium,very_common,no,high
on top of the world,600,user_list,fixed expression,medium,less_common,no,medium
out to sea,601,user_list,fixed/prepositional phrase,easy,very_common,no,high
over the hill,602,user_list,fixed/prepositional phrase,easy,very_common,no,high
no can do,603,user_list,fixed expression,medium,common,no,medium
it/that figures,604,user_list,fixed expression,medium,common,no,medium
on display,605,user_list,fixed/prepositional phrase,easy,very_common,no,high
under the sun,606,user_list,fixed/prepositional phrase,easy,very_common,no,high
